,Adresse,Anzahl Bewertungen,Anzahl Sterne,Art der Unterkunft,Ausstattung,Gesamtnote,Hotelpersonal,Komfort,Lage,Land,Link zu Unterkunft,Name des Hotels,Ort,Preis/Leistung,Sauberkeit,Kanton
91,"Seilergraben 69, Stadtzentrum, 8001 Zürich, Schweiz", 1.158 ,3,Hotel,"7,6"," 8,0 ","8,2","7,6","9,1", Schweiz,https://www.booking.com/hotel/ch/dutheatre.de.html,Hotel du Théâtre by Fassbind,"47.37630663,8.54468107","7,2","8,4",Zürich
92,"Heinrichstrasse 254/56, Gewerbeschule, 8005 Zürich, Schweiz", 3.402 ,4,Hotel,"8,2"," 8,3 ","8,4","8,3","8,1", Schweiz,https://www.booking.com/hotel/ch/senator.de.html,Züri by Fassbind,"47.38928278,8.52199294","7,8","8,8",Zürich
93,"Sihlstrasse 31, Stadtzentrum, 8001 Zürich, Schweiz", 302 ,4,Hotel,"8,6"," 8,7 ","8,9","8,5","9,5", Schweiz,https://www.booking.com/hotel/ch/hotel-glockenhof.de.html,Hotel Glockenhof Zürich,"47.37295629,8.53643999","7,6","9,1",Zürich
94,"Florhof-Gasse 4, Stadtzentrum, 8001 Zürich, Schweiz", 331 ,3,Hotel,"8,9"," 9,1 ","9,6","9,1","9,5", Schweiz,https://www.booking.com/hotel/ch/hotel-florhof.de.html,Hotel Florhof,"47.37231871,8.54872920","8,1","9,6",Zürich
95,"Hirschengraben 64/68, Stadtzentrum, 8001 Zürich, Schweiz", 1.356 ,3,Hotel,"8,5"," 8,8 ","9,3","8,5","9,3", Schweiz,https://www.booking.com/hotel/ch/stjosef.de.html,Hotel St. Josef,"47.37532807,8.54578413","8,1","9,3",Zürich
96,"Marktgasse 9, 8180 Bülach, Schweiz", 113 ,,Hotel,"7,7"," 8,0 ","8,5","7,7","8,6", Schweiz,https://www.booking.com/hotel/ch/restaurant-zum-goldenen-kopf.de.html,Hotel Restaurant zum goldenen Kopf,"47.51857197,8.54082674","6,7","8,9",Zürich
97,"Talstrasse 1, Stadtzentrum, 8024 Zürich, Schweiz", 505 ,5,Hotel,"9,2"," 9,3 ","9,5","9,5","9,6", Schweiz,https://www.booking.com/hotel/ch/baur-au-lac.de.html,Baur au Lac,"47.36709199,8.53967607","8,2","9,6",Zürich
98,"Wallisellenstrasse 48, Oerlikon, 8050 Zürich, Schweiz", 1.348 ,4,Hotel,"8,5"," 8,6 ","8,8","8,5","8,7", Schweiz,https://www.booking.com/hotel/ch/holiday-inn-zurich-messe.de.html,Holiday Inn Zürich Messe,"47.41059749,8.55264053","7,9","9,0",Zürich
99,"Hohenstrasse 15, 8635 Dürnten, Schweiz", 23 ,,Hotel,"8,3"," 8,6 ","8,1","8,5","8,9", Schweiz,https://www.booking.com/hotel/ch/landgasthof-hasenstrick.de.html,Landgasthof Hasenstrick,"47.28128300,8.87937900","8,6","9,0",Zürich
100,"Zürcherstrasse 26, 8952 Schlieren, Schweiz", 334 ,3,Hotel,"7,5"," 8,0 ","8,8","7,5","7,9", Schweiz,https://www.booking.com/hotel/ch/tivoli.de.html,Hotel Tivoli,"47.39828384,8.45236480","7,3","8,7",Zürich
101,"Bahnstr. 17, 8610 Uster, Schweiz", 359 ,,Hotel,"8,7"," 8,4 ","7,7","8,8","7,9", Schweiz,https://www.booking.com/hotel/ch/tilia.de.html,Hotel Tilia,"47.34858713,8.72321679","8,1","9,4",Zürich
102,"Zähringerstrasse 25, Stadtzentrum, 8001 Zürich, Schweiz", 772 ,3,Hotel,"6,9"," 7,4 ","8,0","6,8","8,9", Schweiz,https://www.booking.com/hotel/ch/basilea.de.html,Hotel Basilea,"47.37523271,8.54458585","6,5","7,4",Zürich
103,"Weinplatz 2, Stadtzentrum, 8001 Zürich, Schweiz", 521 ,5,Hotel,"9,2"," 9,2 ","9,4","9,2","9,8", Schweiz,https://www.booking.com/hotel/ch/zum-storchen.de.html,Hotel Storchen,"47.37131607,8.54182050","8,1","9,6",Zürich
104,"Schaffhauserstrasse 1, Unterstrass, 8006 Zürich, Schweiz", 506 ,4,Hotel,"8,3"," 8,5 ","8,8","8,4","8,3", Schweiz,https://www.booking.com/hotel/ch/bwunterstrass.de.html,Hotel Krone Unterstrass,"47.38802162,8.53915036","7,9","9,0",Zürich
105,"Seestrasse 100, 8820 Wädenswil, Schweiz", 436 ,,Hotel,"6,9"," 7,3 ","7,6","6,9","7,9", Schweiz,https://www.booking.com/hotel/ch/du-lac-wadenswil.de.html,Hotel du Lac,"47.22846334,8.67505722","6,8","7,8",Zürich
106,"Stampfenbachstrasse 34, Stadtzentrum, 8035 Zürich, Schweiz", 1.835 ,3,Hotel,"7,8"," 8,3 ","9,0","7,7","9,0", Schweiz,https://www.booking.com/hotel/ch/bristol.de.html,Hotel Bristol Zurich,"47.37961635,8.54360819","7,7","8,6",Zürich
107,"Limmatquai 142, Stadtzentrum, 8001 Zürich, Schweiz", 3.438 ,2,Hotel,"6,9"," 7,8 ","8,3","7,0","9,3", Schweiz,https://www.booking.com/hotel/ch/limmathof.de.html,Hotel Limmathof,"47.37645239,8.54418352","7,3","8,0",Zürich
108,"Falkenstrasse 6, Seefeld, 8008 Zürich, Schweiz", 523 ,4,Hotel,"8,5"," 8,9 ","9,1","8,7","9,4", Schweiz,https://www.booking.com/hotel/ch/ambassador.de.html,Small Luxury Hotel Ambassador Zurich,"47.36441962,8.54696229","7,9","9,4",Zürich
109,"102 Wilstrasse, 8600 Dübendorf, Schweiz", 67 ,,Hotel,"7,7"," 8,4 ","9,2","7,5","8,1", Schweiz,https://www.booking.com/hotel/ch/asinello.de.html,Hotel Asinello,"47.39045300,8.61733700","8,3","9,2",Zürich
110,"Schiffbaustrasse 11, Gewerbeschule, 8005 Zürich, Schweiz", 1.416 ,2,Hotel,"7,3"," 7,7 ","8,1","7,5","8,0", Schweiz,https://www.booking.com/hotel/ch/zurich-city-w.de.html,ibis Zürich City West,"47.38906442,8.51717971","7,2","8,2",Zürich
111,"Max-Bill-Platz 19, Oerlikon, 8050 Zürich, Schweiz", 966 ,4,Hotel,"8,3"," 8,5 ","8,7","8,6","8,4", Schweiz,https://www.booking.com/hotel/ch/courtyard-by-marriott-zurich-nord.de.html,Courtyard by Marriott Zurich North,"47.41430936,8.54141414","7,9","8,8",Zürich
112,"Steinwiesstrasse 8-10, Zürichberg, 8032 Zürich, Schweiz", 1.535 ,3,Hotel,"8,4"," 8,6 ","8,4","8,6","8,6", Schweiz,https://www.booking.com/hotel/ch/tiefenau.de.html,Swiss Night by Fassbind,"47.36935731,8.55129004","8,0","9,2",Zürich
113,"Spitalgasse 3, Stadtzentrum, 8001 Zürich, Schweiz", 292 ,3,Hotel,"7,3"," 7,9 ","8,1","7,4","9,0", Schweiz,https://www.booking.com/hotel/ch/platzhirsch.de.html,Hotel Platzhirsch,"47.37350576,8.54403198","6,7","8,6",Zürich
114,"Badenerstrasse 420, Aussersihl, 8040 Zürich, Schweiz", 1.598 ,4,Hotel,"7,9"," 7,9 ","8,2","8,0","7,5", Schweiz,https://www.booking.com/hotel/ch/crowne-plaza-zurich.de.html,Crowne Plaza Zürich,"47.38023023,8.50622758","7,3","8,2",Zürich
115,"Leonhardstrasse 6, Stadtzentrum, 8001 Zürich, Schweiz", 490 ,3,Hotel,"7,8"," 8,4 ","9,2","7,8","8,9", Schweiz,https://www.booking.com/hotel/ch/royal-hotel-zurich.de.html,Royal Hotel Zurich,"47.37900246,8.54502574","7,7","9,0",Zürich
116,"Schaffhauserstrasse 335, Oerlikon, 8050 Zürich, Schweiz", 827 ,3,Hotel,"8,5"," 8,6 ","8,7","8,6","8,5", Schweiz,https://www.booking.com/hotel/ch/hotelsternenoerlikon.de.html,Hotel Sternen Oerlikon,"47.40843877,8.54654588","7,9","9,3",Zürich
117,"Limmatstrasse 118, Gewerbeschule, 8005 Zürich, Schweiz", 323 ,3,Hotel,"6,3"," 6,9 ","7,3","6,4","7,8", Schweiz,https://www.booking.com/hotel/ch/xtra.de.html,XTRA Hotel,"47.38410723,8.53249714","6,0","7,2",Zürich
118,"Mainaustrasse 24, Seefeld, 8008 Zürich, Schweiz", 371 ,3,Hotel,"8,5"," 8,8 ","9,2","8,4","9,1", Schweiz,https://www.booking.com/hotel/ch/designhotellfirstzurich.de.html,LADYs FIRST Hotel,"47.36046169,8.55001464","8,0","9,3",Zürich
119,"Rosengasse 10, Am Hirschenplatz, Stadtzentrum, 8001 Zürich, Schweiz", 1.476 ,3,Hotel,"8,6"," 8,8 ","9,0","8,6","9,5", Schweiz,https://www.booking.com/hotel/ch/adler.de.html,Hotel Adler,"47.37319470,8.54371483","8,1","9,2",Zürich
120,"Zürichstrasse 14, 8610 Uster, Schweiz", 239 ,3,Hotel,"7,9"," 8,1 ","8,5","7,9","8,4", Schweiz,https://www.booking.com/hotel/ch/illuster-garni.de.html,Hotel Illuster,"47.34956330,8.71555496","7,5","8,6",Zürich
121,"Niederdorfstrasse 40, Stadtzentrum, 8001 Zürich, Schweiz", 1.268 ,3,Hotel,"8,2"," 8,6 ","9,1","8,2","9,3", Schweiz,https://www.booking.com/hotel/ch/alexander.de.html,Alexander,"47.37454248,8.54389250","7,6","8,9",Zürich
122,"120 Langstrasse, Aussersihl, 8004 Zürich, Schweiz", 288 ,,Hotel,"6,2"," 6,4 ","5,8","6,4","6,5", Schweiz,https://www.booking.com/hotel/ch/sleep-amp-go.de.html,Hotel SLEEP & GO,"47.37923200,8.52764100","6,2","7,5",Zürich
123,"Brandschenkestrasse 10, Stadtzentrum, 8001 Zürich, Schweiz", 461 ,4,Hotel,"8,3"," 8,6 ","9,0","8,5","8,8", Schweiz,https://www.booking.com/hotel/ch/fleming-s-zurich.de.html,Fleming's Hotel Zürich,"47.36959756,8.53344865","8,1","8,9",Zürich
124,"Weinbergstrasse 92, Unterstrass, 8006 Zürich, Schweiz", 877 ,3,Hotel,"8,2"," 8,5 ","8,9","8,3","8,5", Schweiz,https://www.booking.com/hotel/ch/hotelrexzurich.de.html,Sorell Hotel Rex,"47.38470971,8.54307175","7,9","9,1",Zürich
125,"Am Wasser 3 (Zwicky Süd), 8600 Dübendorf, Schweiz", 543 ,,Hotel,"8,2"," 8,3 ","8,7","8,1","7,4", Schweiz,https://www.booking.com/hotel/ch/zwiback.de.html,Hotel ZwiBack,"47.40321155,8.60513270","8,0","9,1",Zürich
126,"Lindenplatz 5, Altstetten, 8048 Zürich, Schweiz", 400 ,3,Hotel,"7,8"," 8,1 ","8,7","7,6","8,1", Schweiz,https://www.booking.com/hotel/ch/seminarhotel-spirgarten.de.html,Best Western Hotel Spirgarten,"47.38732566,8.48538231","7,4","8,7",Zürich
127,"Stampfenbachstrasse 26, Stadtzentrum, 8001 Zürich, Schweiz", 1.615 ,2,Hotel,"7,9"," 8,6 ","9,2","8,0","9,4", Schweiz,https://www.booking.com/hotel/ch/hotelarlette.de.html,Hotel Arlette Beim Hauptbahnhof,"47.37882720,8.54368817","8,0","8,9",Zürich
128,"Binzmühlestrasse 72, Oerlikon, 8050 Zürich, Schweiz", 1.596 ,4,Hotel,"9,2"," 9,1 ","9,2","9,3","8,6", Schweiz,https://www.booking.com/hotel/ch/acasa-suites.de.html,ACASA Suites,"47.41433930,8.54280810","8,6","9,5",Zürich
129,"Marktgasse 19, 8302 Kloten, Schweiz", 659 ,3,Hotel,"8,5"," 8,7 ","8,7","8,5","8,9", Schweiz,https://www.booking.com/hotel/ch/fly-away.de.html,Hotel Fly away,"47.44997350,8.58443074","8,3","9,1",Zürich
130,"Döltschiweg 234, Wiedikon, 8055 Zürich, Schweiz", 339 ,5,Hotel,"9,5"," 9,3 ","9,6","9,7","8,8", Schweiz,https://www.booking.com/hotel/ch/atlantis-by-giardino-zurich.de.html,Atlantis by Giardino,"47.36300930,8.49579943","8,6","9,7",Zürich
131,"Zürichstrasse 94, 8600 Dübendorf, Schweiz", 946 ,3,Hotel,"7,9"," 8,1 ","8,5","7,7","8,2", Schweiz,https://www.booking.com/hotel/ch/city-wellnesshotel-sonnental.de.html,Sorell Hotel Sonnental,"47.39611236,8.60459492","7,5","8,8",Zürich
132,"Heidi Abel-Weg 5, Oerlikon, 8050 Zürich, Schweiz", 2.762 ,3,Hotel,"7,5"," 7,7 ","8,0","7,5","7,6", Schweiz,https://www.booking.com/hotel/ch/zurich-messe-airport.de.html,ibis Zürich Messe Airport,"47.41572869,8.55878949","7,4","8,2",Zürich
133,"6 Signaustrasse, Seefeld, 8008 Zürich, Schweiz", 10 ,,Hotel,"9,8"," 9,6 ","9,8","9,8","9,5", Schweiz,https://www.booking.com/hotel/ch/signau-house-garden.de.html,Signau House & Garden,"47.36276800,8.55618100","8,5","10,0",Zürich
134,"Bahnhofplatz 7, Stadtzentrum, 8001 Zürich, Schweiz", 928 ,4,Hotel,"8,9"," 9,1 ","9,3","9,1","9,6", Schweiz,https://www.booking.com/hotel/ch/schweizerhof.de.html,Hotel Schweizerhof Zürich,"47.37699456,8.53944138","8,0","9,4",Zürich
135,"Hottingerstrasse 31, Zürichberg, 8032 Zürich, Schweiz", 1.393 ,2,Hotel,"8,5"," 8,7 ","9,1","8,5","8,6", Schweiz,https://www.booking.com/hotel/ch/hottingen.de.html,Hotel Hottingen,"47.36979057,8.55352005","8,2","9,3",Zürich
136,"Zwinglistrasse 14, Aussersihl, 8004 Zürich, Schweiz", 2.337 ,2,Hotel,"6,7"," 7,3 ","7,5","6,7","7,8", Schweiz,https://www.booking.com/hotel/ch/zwinglistrasse-zurich.de.html,easyHotel Zürich,"47.37826188,8.52906995","7,2","7,9",Zürich
137,"Rössligasse 7, Stadtzentrum, 8001 Zürich, Schweiz", 816 ,3,Hotel,"8,4"," 8,8 ","9,0","8,6","9,4", Schweiz,https://www.booking.com/hotel/ch/roessli.de.html,Hotel Rössli,"47.36936458,8.54444236","7,9","9,2",Zürich
138,"Seehofstrasse 11, Seefeld, 8008 Zürich, Schweiz", 598 ,3,Hotel,"8,6"," 9,0 ","9,3","8,8","9,4", Schweiz,https://www.booking.com/hotel/ch/seehof.de.html,Hotel Seehof,"47.36426747,8.54783602","8,2","9,4",Zürich
139,"Rennweg 7, Stadtzentrum, 8001 Zürich, Schweiz", 284 ,5,Hotel,"9,4"," 9,4 ","9,5","9,5","9,7", Schweiz,https://www.booking.com/hotel/ch/widderzurich.de.html,Widder Hotel,"47.37252351,8.53989139","8,3","9,7",Zürich
140,"Schaffhauserstrasse 137, Unterstrass, 8057 Zürich, Schweiz", 767 ,3,Hotel,"8,6"," 8,8 ","9,3","8,5","8,6", Schweiz,https://www.booking.com/hotel/ch/coronadozurich.de.html,Hotel Coronado,"47.39733927,8.54105473","8,2","9,3",Zürich
141,"Hamelirainstrasse 5, 8302 Kloten, Schweiz",NaN,,Hotel,NaN,NaN,NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/allegra-lodge.de.html,Hotel Allegra Lodge,"47.44858000,8.58483900",NaN,NaN,Zürich
142,"Limmatstrasse 5, Stadtzentrum, 8005 Zürich, Schweiz", 1.297 ,3,Hotel,"8,2"," 8,5 ","8,7","8,1","9,4", Schweiz,https://www.booking.com/hotel/ch/walhallahotel.de.html,Walhalla Hotel,"47.38031469,8.53723526","7,7","8,8",Zürich
143,"Niederdorfstrasse 19, Stadtzentrum, 8001 Zürich, Schweiz", 583 ,,Hotel,"7,4"," 8,0 ","8,2","7,4","9,3", Schweiz,https://www.booking.com/hotel/ch/old-town-zurich.de.html,Hotel Old Town,"47.37362365,8.54357734","7,2","8,5",Zürich
144,"Usterstr.7, 8617 Mönchaltorf, Schweiz", 92 ,,Hotel,"7,6"," 8,0 ","9,1","7,4","7,8", Schweiz,https://www.booking.com/hotel/ch/lowen-monchaltorf.de.html,Hotel Löwen,"47.31003178,8.72103355","7,7","8,4",Zürich
145,"Badenerstrasse 357, Wiedikon, 8003 Zürich, Schweiz", 1.140 ,4,Hotel,"8,0"," 8,1 ","8,3","8,2","8,0", Schweiz,https://www.booking.com/hotel/ch/mercurehotelstoller.de.html,Mercure Stoller Zürich,"47.37858291,8.50932688","7,6","8,8",Zürich
146,"Badenerstrasse 324, Aussersihl, 8004 Zürich, Schweiz", 1.726 ,3,Hotel,"6,6"," 7,2 ","7,6","6,7","7,5", Schweiz,https://www.booking.com/hotel/ch/olympiahotelzurich.de.html,Olympia Hotel Zurich,"47.37774288,8.51190649","6,8","7,7",Zürich
147,"Wolfhauserstrasse 2, 8608 Bubikon, Schweiz", 76 ,,Hotel,"8,5"," 8,7 ","9,3","8,7","8,1", Schweiz,https://www.booking.com/hotel/ch/gasthof-lowen-bubikon.de.html,Gasthof Löwen,"47.26830706,8.81877065","8,2","9,4",Zürich
148,"Wohllebgasse Corner Strehlgasse, Stadtzentrum, 8001 Zürich, Schweiz",NaN,,Hotel,NaN,NaN,NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/golden-eye-pedestrian-area-zurich.de.html,Golden Eye Pedestrian Area Zurich,"47.37255800,8.54152500",NaN,NaN,Zürich
149,"Kruggasse 4, Stadtzentrum, 8001 Zürich, Schweiz", 531 ,3,Hotel,"5,6"," 6,6 ","6,9","5,9","8,5", Schweiz,https://www.booking.com/hotel/ch/villette.de.html,Hotel Villette City Center - Bellevue,"47.36825304,8.54526445","5,9","6,6",Zürich
150,"Kappelerhof 5, 8926 Kappel am Albis, Schweiz", 156 ,,Hotel,"7,7"," 8,3 ","8,7","7,8","8,9", Schweiz,https://www.booking.com/hotel/ch/kloster-kappel.de.html,Kloster Kappel,"47.22718095,8.52504998","7,7","9,2",Zürich
151,"Seidenplatz 3, 8304 Wallisellen, Schweiz",NaN,4,Hotel,NaN,NaN,NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/harry-39-s-home-zurich.de.html,Harry's Home Zürich,"47.41662200,8.59815300",NaN,NaN,Zürich
152,"Grubenstrasse 5, 8620 Wetzikon, Schweiz", 356 ,4,Hotel,"8,2"," 8,2 ","8,4","8,4","7,8", Schweiz,https://www.booking.com/hotel/ch/swiss-star.de.html,Hotel Swiss Star,"47.31415897,8.79697770","7,4","8,7",Zürich
153,"Dufaux-Strasse 1, 8152 Glattbrugg, Schweiz", 481 ,5,Hotel,"8,8"," 8,6 ","8,9","8,9","8,0", Schweiz,https://www.booking.com/hotel/ch/kameha-grand-zurich-autograph-collection.de.html,"Kameha Grand Zurich, Autograph Collection","47.42262174,8.55872891","8,0","9,1",Zürich
154,"Schifflände 30, Stadtzentrum, 8001 Zürich, Schweiz", 577 ,4,Hotel,"8,5"," 8,9 ","9,4","8,8","9,5", Schweiz,https://www.booking.com/hotel/ch/swissqhelmhaus.de.html,Helmhaus Swiss Quality Hotel,"47.36915840,8.54404539","8,0","9,4",Zürich
155,"Plattenstrasse 26, Zürichberg, 8032 Zürich, Schweiz", 263 ,3,Hotel,"8,3"," 8,6 ","9,1","8,4","8,7", Schweiz,https://www.booking.com/hotel/ch/plattenhofzurich.de.html,Design Hotel Plattenhof,"47.37381683,8.55325878","7,8","9,1",Zürich
156,"Zürichstrasse 105, Wollishofen, 8134 Zürich, Schweiz", 1.737 ,2,Hotel,"7,6"," 7,8 ","8,3","7,6","7,6", Schweiz,https://www.booking.com/hotel/ch/zurich-adliswil.de.html,ibis Zurich Adliswil,"47.32665590,8.52922838","7,6","8,3",Zürich
157,"Landstrasse 15, 8197 Rafz, Schweiz", 70 ,,Gasthaus,"7,7"," 8,2 ","8,6","7,8","8,3", Schweiz,https://www.booking.com/hotel/ch/gasthaus-zum-goldenen-kreuz.de.html,Gasthaus zum Goldenen Kreuz,"47.61186125,8.54188085","8,1","8,8",Zürich
158,"Baslerstrasse 100, Altstetten, 8048 Zürich, Schweiz", 1.097 ,2,Hotel,"8,3"," 8,2 ","8,4","8,2","7,7", Schweiz,https://www.booking.com/hotel/ch/the-flag-za1-4rich.de.html,THE FLAG Zürich,"47.38741090,8.49347234","8,0","8,8",Zürich
159,"Eichholzstrasse 1, 8604 Volketswil, Schweiz", 167 ,3,Hotel,"7,9"," 8,1 ","8,4","7,9","8,1", Schweiz,https://www.booking.com/hotel/ch/parkhotel-wallberg.de.html,Parkhotel Wallberg,"47.38998400,8.68652460","7,4","8,8",Zürich
160,"Carrera 5 Norte #66-26 Barrio Calima, 760002 Cali, Kolumbien", 6 ,,Hotel,"5,4"," 6,4 ","7,5","6,2","7,1", Kolumbien,https://www.booking.com/hotel/ch/kindli.de.html,Hotel Punto Clave,"3.48009900,-76.49968300","6,7","5,4",Zürich
161,"Herman-Greulich-Strasse 56, Aussersihl, 8004 Zürich, Schweiz", 299 ,4,Hotel,"8,7"," 8,8 ","9,4","8,9","8,4", Schweiz,https://www.booking.com/hotel/ch/greulich.de.html,Greulich Design & Lifestyle Hotel,"47.37865374,8.52051303","8,0","9,1",Zürich
162,"Letzigraben 177, Albisrieden, 8047 Zürich, Schweiz", 1.089 ,,Aparthotel,"7,7"," 7,7 ","7,6","7,6","7,4", Schweiz,https://www.booking.com/hotel/ch/residence-business-appartements.de.html,Residence Appartements,"47.37346444,8.49494597","7,5","8,2",Zürich
163,"Zugerstrasse 9, 8810 Horgen, Schweiz", 236 ,,Hotel,"8,3"," 8,8 ","9,4","8,4","9,1", Schweiz,https://www.booking.com/hotel/ch/schwan.de.html,Boutique Hotel Schwan,"47.25973846,8.59832525","7,9","9,5",Zürich
164,"Asylstrasse 125, Zürichberg, 8032 Zürich, Schweiz", 485 ,3 Sterne,Aparthotel,"7,3"," 7,6 ","7,5","7,4","7,7", Schweiz,https://www.booking.com/hotel/ch/california-house.de.html,California House,"47.36522716,8.56503636","7,4","8,1",Zürich
165,"Hohenbühlstrasse 1, 8152 Opfikon, Schweiz", 1.867 ,,Hotel,"7,3"," 7,8 ","8,3","7,6","8,2", Schweiz,https://www.booking.com/hotel/ch/apart.de.html,Apart-Hotel Zurich Airport,"47.43834757,8.57363820","7,5","7,9",Zürich
166,"Doeltschihalde 49, Wiedikon, 8055 Zürich, Schweiz", 1.958 ,3,Hotel,"7,4"," 7,8 ","8,6","7,5","7,5", Schweiz,https://www.booking.com/hotel/ch/hotelatlantisguesthouse.de.html,The Guests' House,"47.36432243,8.49702485","7,6","8,1",Zürich
167,"Schaffhauserstrasse 550, Seebach, 8052 Zürich, Schweiz", 1.489 ,,Aparthotel,"6,2"," 6,4 ","6,0","6,4","6,7", Schweiz,https://www.booking.com/hotel/ch/businesshome-schaffhauserstrasse.de.html,Primestay Apartmenthaus Zürich Seebach,"47.42392074,8.55414390","6,6","6,5",Zürich
168,"Wassbergstrasse 62, 8127 Forch, Schweiz", 148 ,3,Hotel,"8,4"," 8,7 ","9,3","8,4","9,0", Schweiz,https://www.booking.com/hotel/ch/wassberg.de.html,Hotel Wassberg,"47.33311866,8.65017369","7,9","9,2",Zürich
169,"Lindbergh-Platz 1, 8152 Glattbrugg, Schweiz", 1.181 ,4,Hotel,"7,4"," 7,7 ","8,0","7,6","8,0", Schweiz,https://www.booking.com/hotel/ch/novotel-zurich-airport-messe.de.html,Novotel Zürich Airport Messe,"47.42567929,8.56010914","7,1","7,8",Zürich
170,"Flughofstrasse 75, 8153 Rümlang, Schweiz", 2.616 ,4,Hotel,"7,7"," 7,9 ","8,0","7,9","8,0", Schweiz,https://www.booking.com/hotel/ch/park-inn-zuerich-airport.de.html,Park Inn by Radisson Zurich Airport,"47.45092846,8.54031913","7,5","8,2",Zürich
171,"Rautistrasse 12, Albisrieden, 8047 Zürich, Schweiz", 653 ,,Aparthotel,"6,3"," 6,4 ","6,0","6,4","6,5", Schweiz,https://www.booking.com/hotel/ch/businesshome-rautistrasse.de.html,Primestay Apartmenthaus Zürich Altstetten,"47.38036165,8.49399811","6,6","6,6",Zürich
172,"Kirchgasse 4, Stadtzentrum, 8001 Zürich, Schweiz", 218 ,3,Hotel,"8,0"," 8,4 ","9,1","8,0","9,4", Schweiz,https://www.booking.com/hotel/ch/altstadt.de.html,Hotel Altstadt,"47.36935834,8.54404606","7,1","8,9",Zürich
173,"Wehntalerstrasse 551, Affoltern, 8046 Zürich, Schweiz", 503 ,3,Hotel,"6,7"," 7,2 ","8,0","6,9","7,2", Schweiz,https://www.booking.com/hotel/ch/kronenhof.de.html,Hotel Kronenhof,"47.41929138,8.50550339","6,9","7,7",Zürich
174,"Weberstrasse 11, Aussersihl, 8004 Zürich, Schweiz", 1.303 ,2,Hotel,"7,4"," 8,0 ","8,7","7,5","8,4", Schweiz,https://www.booking.com/hotel/ch/st-georges-zh.de.html,Hotel St. Georges,"47.37077650,8.52811106","7,6","8,6",Zürich
175,"Giessenstrasse 10, 8717 Benken, Schweiz", 33 ,,Gasthaus,"7,4"," 8,0 ","8,8","7,4","8,3", Schweiz,https://www.booking.com/hotel/ch/landgasthof-sternen-benken.de.html,Landgasthof Sternen,"47.18378550,8.99386450","7,8","8,4",Zürich
176,"Engelstrasse 2, 8820 Wädenswil, Schweiz", 123 ,,Hotel,"7,9"," 8,3 ","8,8","8,0","8,2", Schweiz,https://www.booking.com/hotel/ch/engel-wadenswil.de.html,Hotel Engel am Bahnhof,"47.23011000,8.67447140","7,7","8,9",Zürich
177,"Friesenbergstrasse 15, Wiedikon, 8055 Zürich, Schweiz", 1.469 ,3,Hotel,"7,5"," 8,1 ","8,7","7,6","8,1", Schweiz,https://www.booking.com/hotel/ch/neufeld.de.html,Hotel Neufeld,"47.36965069,8.51365730","7,7","8,6",Zürich
178,"Rudolfstrasse 15, 8400 Winterthur, Schweiz", 576 ,3,Hotel,"8,9"," 9,1 ","9,3","9,0","9,4", Schweiz,https://www.booking.com/hotel/ch/wartmann.de.html,Best Western Hotel Wartmann am Bahnhof,"47.50041374,8.72271404","8,4","9,4",Zürich
179,"Katzenbachstrasse 10, Seebach, 8052 Zürich, Schweiz", 580 ,3,Hotel,"6,9"," 7,4 ","7,8","6,8","7,6", Schweiz,https://www.booking.com/hotel/ch/landhus.de.html,Hotel Landhus,"47.42141563,8.54947887","7,2","8,0",Zürich
180,"Zentralstrasse 23, 8610 Uster, Schweiz", 66 ,,Hotel,"7,3"," 7,6 ","8,5","7,2","7,9", Schweiz,https://www.booking.com/hotel/ch/restaurant-ochsen-8610.de.html,Hotel Restaurant Ochsen,"47.34663702,8.71745825","6,6","8,1",Zürich
181,"Walter Mittelholzerstrasse 6, 8152 Glattbrugg, Schweiz", 18 ,,Hotel,"6,8"," 7,4 ","8,1","6,9","7,9", Schweiz,https://www.booking.com/hotel/ch/residence-glattbrugg.de.html,Residence,"47.43927481,8.56723862","7,5","7,4",Zürich
182,"Niederdorfstrasse 13, Stadtzentrum, 8001 Zürich, Schweiz", 916 ,3,Hotel,"7,2"," 8,0 ","8,9","7,1","9,3", Schweiz,https://www.booking.com/hotel/ch/hirschen-za1-4rich.de.html,Hotel Hirschen,"47.37339814,8.54369670","7,1","8,2",Zürich
183,"Birmensdorferstrasse 56, 8142 Uitikon, Schweiz", 150 ,,Hotel,"8,5"," 8,6 ","9,4","8,3","8,2", Schweiz,https://www.booking.com/hotel/ch/landgasthof-leuen.de.html,Landgasthof Leuen,"47.36390094,8.46024245","8,0","9,4",Zürich
184,"Kanzleistrasse 19, Aussersihl, 8004 Zürich, Schweiz", 56 ,,Hotel,"7,9"," 8,5 ","9,0","7,6","9,0", Schweiz,https://www.booking.com/hotel/ch/haus-zur-stauffacherin.de.html,Haus zur Stauffacherin (Women Only),"47.37423218,8.52700130","7,9","9,4",Zürich
185,"Austrasse 59, 8804 Wädenswil, Schweiz", 143 ,3 Sterne,Gasthaus,"8,1"," 8,4 ","8,5","8,2","9,0", Schweiz,https://www.booking.com/hotel/ch/landgasthof-halbinsel-au.de.html,Landgasthof Halbinsel Au,"47.24908560,8.64693493","7,6","9,0",Zürich
